,STOP_ID_ANONY,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
11129,11130,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,WHITE HISPANIC,5.8,148,THN,BRO,BRO
11130,11131,PETIT LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,47,MALE,BLACK,6.1,160,MED,BRO,BLK
11131,11132,OTHER,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,21,MALE,WHITE HISPANIC,5.7,170,MED,BRO,BLK
11132,11133,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,33,MALE,WHITE HISPANIC,5.8,150,THN,BRO,BRO
11133,11134,PETIT LARCENY,N,N,N,N,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,FEMALE,WHITE,5.3,120,MED,ZZZ,BLK
11134,11135,PETIT LARCENY,N,N,N,N,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,FEMALE,WHITE,5.8,120,THN,ZZZ,BLK
11135,11136,PETIT LARCENY,N,N,N,N,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,FEMALE,WHITE,5.4,145,MED,ZZZ,BLK
11136,11137,ASSAULT,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,FEMALE,WHITE,5.6,120,THN,BRO,BRO
11137,11138,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),15,MALE,WHITE HISPANIC,6,180,MED,BRO,BRO
11138,11139,CPW,N,N,N,Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),29,MALE,WHITE HISPANIC,5.6,155,THN,BRO,BLD
11139,11140,CPW,N,N,N,Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),26,MALE,WHITE HISPANIC,6,160,MED,BRO,BLK
11140,11141,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK HISPANIC,5.11,175,MED,BRO,BRO
11141,11142,OTHER,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,WHITE HISPANIC,6,180,MED,BRO,BRO
11142,11143,ASSAULT,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,24,MALE,WHITE,5.8,160,MED,BRO,BLK
11143,11144,ROBBERY,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),16,MALE,BLACK HISPANIC,5.8,165,MED,BRO,BLK
11144,11145,ROBBERY,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),14,MALE,BLACK HISPANIC,5.7,150,MED,BRO,BLK
11145,11146,PETIT LARCENY,Y,N,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,BLACK,5.8,110,THN,BRO,BLK
11146,11147,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,24,MALE,BLACK HISPANIC,6.2,200,THN,BLK,BLK
11147,11148,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,BLACK HISPANIC,5.8,160,MED,ZZZ,BLK
11148,11149,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK HISPANIC,5.4,130,THN,BRO,BLK
11149,11150,GRAND LARCENY AUTO,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK HISPANIC,5.8,175,MED,BLK,BLK
11150,11151,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,WHITE,6,170,THN,BLU,BLN
11151,11152,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.8,190,HEA,BRO,BLK
11152,11153,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,MALE,WHITE,5.8,130,THN,GRY,BLK
11153,11154,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK,5.8,150,THN,BRO,BLK
11154,11155,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.9,160,THN,BRO,BLK
11155,11156,UNAUTHORIZED USE OF A VEHICLE,Y,N,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,WHITE HISPANIC,5.5,140,THN,BRO,BLD
11156,11157,CRIMINAL MISCHIEF,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,BLACK,5.8,180,U,BRO,BLK
11157,11158,ROBBERY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,BLACK HISPANIC,5.5,170,MED,BRO,BLK
11158,11159,PETIT LARCENY,Y,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,WHITE HISPANIC,5.6,150,THN,BRO,BLK
11159,11160,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,MALE,WHITE HISPANIC,5.5,115,THN,BRO,XXX
11160,11161,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),Y,(null),(null),(null),14,MALE,WHITE HISPANIC,5.9,170,MED,BRO,BLK
11161,11162,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,WHITE HISPANIC,5.1,225,MED,BRO,BLD
11162,11163,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,56,MALE,WHITE,5.7,200,HEA,BRO,GRY
11163,11164,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,42,MALE,WHITE HISPANIC,5.9,165,MED,BRO,BRO
11164,11165,ROBBERY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,WHITE,5.2,100,MED,BRO,BLK
11165,11166,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,WHITE HISPANIC,5.5,110,THN,BRO,BLD
11166,11167,BURGLARY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,31,MALE,WHITE,5.11,180,THN,BRO,BRO
11167,11168,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,25,MALE,WHITE,5.9,180,MED,BRO,BRO
11168,11169,PETIT LARCENY,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,WHITE HISPANIC,5.9,170,THN,ZZZ,BLK
11169,11170,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK HISPANIC,5.9,170,THN,BRO,BLK
11170,11171,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,BLACK HISPANIC,5.9,170,XXX,BRO,BLK
11171,11172,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,WHITE HISPANIC,5.9,170,THN,BRO,BLK
11172,11173,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),29,MALE,WHITE HISPANIC,5.7,165,THN,BRO,BRO
11173,11174,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),50,MALE,WHITE,5.7,180,THN,ZZZ,XXX
11174,11175,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,27,MALE,BLACK,5.5,170,MED,BRO,BLK
11175,11176,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,33,MALE,WHITE HISPANIC,5.7,125,THN,BRO,BLK
11176,11177,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,26,MALE,WHITE HISPANIC,5.1,165,THN,BRO,BLK
11177,11178,PETIT LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,Y,(null),(null),(null),(null),Y,Y,(null),42,MALE,WHITE,5.9,150,THN,BRO,BRO
11178,11179,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,WHITE HISPANIC,5.11,190,MED,BRO,BLK
11179,11180,ROBBERY,Y,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,WHITE HISPANIC,5.7,190,MED,BRO,BLK
11180,11181,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,WHITE HISPANIC,6.2,180,THN,BRO,BRO
11181,11182,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,WHITE HISPANIC,5.5,200,HEA,BRO,BLK
11182,11183,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,29,MALE,WHITE HISPANIC,5.6,150,THN,BRO,BLK
11183,11184,CPW,Y,Y,Y,N,N,Y,Y,(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),37,MALE,WHITE HISPANIC,5.9,185,MED,BRO,BLK
11184,11185,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,BLACK,5.6,180,MED,BLK,BLK
11185,11186,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,21,MALE,BLACK,5.3,130,THN,BLK,BLK
11186,11187,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,43,MALE,WHITE HISPANIC,5.9,175,MED,BLU,BLD
11187,11188,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,BLACK,6.1,180,MED,BRO,BLK
11188,11189,OTHER,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,26,MALE,WHITE HISPANIC,5.7,130,THN,BRO,BLK
11189,11190,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,WHITE,6,170,MED,BRO,BLK
11190,11191,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK,6,180,MED,BRO,BLK
11191,11192,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),45,MALE,BLACK,5.7,160,MED,BRO,BLK
11192,11193,CPW,Y,Y,Y,N,N,N,(null),Y,(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,54,FEMALE,WHITE,5.5,190,MED,BRO,BRO
11193,11194,PETIT LARCENY,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,BLACK,6.3,180,THN,BRO,BLK
11194,11195,PETIT LARCENY,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,36,MALE,WHITE HISPANIC,5.4,150,MED,BRO,BLK
11195,11196,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,MALE,WHITE HISPANIC,6.1,150,MED,BRO,BLK
11196,11197,BURGLARY,N,Y,Y,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),Y,28,MALE,WHITE,6,210,MED,BRO,BRO
11197,11198,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),Y,29,MALE,WHITE,5.1,200,MED,BRO,BLK
11198,11199,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,31,MALE,BLACK HISPANIC,5.7,170,MED,BRO,BLK
11199,11200,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,WHITE HISPANIC,5.1,300,HEA,BRO,BLK
11200,11201,PETIT LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,46,FEMALE,WHITE HISPANIC,5,100,THN,BRO,BRO
11201,11202,PETIT LARCENY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,WHITE HISPANIC,5.7,180,HEA,BRO,BLK
11202,11203,PETIT LARCENY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,WHITE HISPANIC,5.7,180,HEA,BRO,BLK
11203,11204,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),Y,(null),34,MALE,BLACK,6.1,240,MED,BRO,BLK
11204,11205,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),24,MALE,BLACK,6.1,160,THN,BRO,BLK
11205,11206,CRIMINAL MISCHIEF,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),18,MALE,BLACK,5.11,150,THN,BRO,BLK
11206,11207,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),24,MALE,BLACK,6.2,170,MED,BRO,BLK
11207,11208,UNAUTHORIZED USE OF A VEHICLE,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,23,MALE,BLACK,5.8,230,HEA,BRO,BRO
11208,11209,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,14,MALE,BLACK,5.9,142,THN,BRO,BLK
11209,11210,PETIT LARCENY,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,17,MALE,ASIAN / PACIFIC ISLANDER,5.6,135,THN,BRO,BLK
11210,11211,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,15,MALE,BLACK,5.11,163,THN,BRO,BLK
11211,11212,MENACING,N,Y,Y,N,N,N,(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),36,MALE,BLACK,5.11,200,MED,BRO,BLK
11212,11213,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),Y,(null),(null),(null),17,MALE,WHITE HISPANIC,5.8,175,THN,BRO,BLK
11213,11214,OTHER,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,24,MALE,WHITE HISPANIC,5.6,158,MED,BRO,BLK
11214,11215,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),14,MALE,WHITE HISPANIC,5.7,130,THN,BRO,BLK
11215,11216,BURGLARY,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),15,MALE,(null), , ,(null),(null),(null)
11216,11217,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),28,FEMALE,BLACK,5.6,130,MED,HAZ,BRO
11217,11218,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),46,FEMALE,BLACK,5.1,260,HEA,BLK,XXX
11218,11219,GRAND LARCENY AUTO,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),16,MALE,BLACK,5.8,220,HEA,BRO,BLK
11219,11220,ROBBERY,Y,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),21,MALE,BLACK,5.11,145,THN,ZZZ,XXX
11220,11221,ROBBERY,Y,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),FEMALE,BLACK,5,135,MED,ZZZ,BLK
11221,11222,ROBBERY,Y,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),27,MALE,BLACK,6,225,MED,BRO,BLD
11222,11223,CPW,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),20,MALE,BLACK,6.1,196,MED,BRO,BLK
11223,11224,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,20,MALE,BLACK,6,185,MED,BRO,BLK
11224,11225,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),21,MALE,BLACK,5.6,220,HEA,BRO,BLK
11225,11226,CPW,Y,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,61,MALE,BLACK,6.4,225,MED,BLK,BLD
11226,11227,CPW,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),51,MALE,BLACK,5.8,180,MED,BRO,BLK
11227,11228,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,BLACK,6.1,175,THN,BRO,BLK
11228,11229,ASSAULT,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,54,MALE,BLACK,5.9,220,MED,BRO,GRY
11229,11230,GRAND LARCENY AUTO,N,Y,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),MALE,BLACK,5.7,150,THN,BRO,BLK
11230,11231,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),35,MALE,BLACK,5.9,150,THN,BRO,BLK
11231,11232,CRIMINAL MISCHIEF,N,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),15,MALE,ASIAN / PACIFIC ISLANDER,5.8,140,THN,BRO,BRO
11232,11233,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),(null),37,FEMALE,BLACK,5.3,125,MED,BRO,BLK
11233,11234,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),(null),45,MALE,BLACK,5.11,175,THN,BRO,BLK
11234,11235,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),33,MALE,BLACK,5.9,180,MED,BRO,BLK
11235,11236,CRIMINAL MISCHIEF,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),32,MALE,ASIAN / PACIFIC ISLANDER,6,170,MED,BRO,BLK
11236,11237,CPW,N,N,Y,N,N,N,(null),Y,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),51,MALE,BLACK,6.2,240,U,BRO,XXX
11237,11238,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,BLACK,6.1,180,MED,BRO,BLK
11238,11239,GRAND LARCENY AUTO,N,Y,N,Y,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,WHITE HISPANIC,5.8,125,THN,BRO,BLK
11239,11240,RAPE,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),59,MALE,BLACK,5.6,200,MED,BRO,BLK
11240,11241,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,40,MALE,BLACK,5.6,185,MED,BLK,BLD
11241,11242,CPW,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),30,MALE,BLACK,5.8,190,MED,BRO,BLK
11242,11243,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,WHITE HISPANIC,5.11,175,MED,BRO,BRO
11243,11244,BURGLARY,N,Y,N,(,(,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),(null),48,MALE,BLACK,5.4,185,MED,BRO,BLK
11244,11245,MENACING,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,45,MALE,BLACK,5.1,180,MED,BRO,BLK
11245,11246,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,21,MALE,BLACK,5.7, ,MED,BRO,BLK
11246,11247,MENACING,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),38,MALE,WHITE,5.8,160,MED,BRO,BLK
11247,11248,MENACING,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,BLACK HISPANIC,6.4,325,HEA,BRO,BLK
11248,11249,GRAND LARCENY,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),Y,(null),(null),Y,39,MALE,WHITE,6.2,200,MED,BLU,RED
11249,11250,CPW,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),41,MALE,BLACK,6.1,225,U,BLK,BLK
11250,11251,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),20,MALE,BLACK,5.11,160,THN,BRO,BRO
11251,11252,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.11,180,MED,BRO,BLK
11252,11253,CPW,N,Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,MALE,BLACK,5.5,150,THN,HAZ,BLK
11253,11254,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),30,MALE,BLACK,6,170,THN,BLK,RED
11254,11255,OTHER,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,BLACK,5.7,180,THN,BRO,BLK
11255,11256,CPW,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),17,FEMALE,BLACK,5.7,170,(null),BLK,BLK
11256,11257,PETIT LARCENY,Y,Y,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK,6,165,THN,BRO,BLK
11257,11258,PETIT LARCENY,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,20,FEMALE,BLACK,6,160,MED,BRO,BLK
11258,11259,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,FEMALE,BLACK,5.6,130,THN,BRO,BLK
11259,11260,BURGLARY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),20,MALE,BLACK,5.11,160,THN,BRO,BLK
11260,11261,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,25,MALE,BLACK,6.1,180,THN,BRO,BRO
11261,11262,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,BLACK,5.1,260,HEA,(null),BLK
11262,11263,OTHER,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),61,MALE,BLACK,5.1,210,MED,BRO,BLD
11263,11264,BURGLARY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,50,MALE,BLACK,5.6,180,MED,BRO,BLK
11264,11265,BURGLARY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,36,MALE,BLACK,5.8,180,MED,BRO,BLK
11265,11266,BURGLARY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,38,MALE,BLACK,6.1,200,MED,BRO,BLK
11266,11267,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),15,MALE,BLACK,5.11,150,THN,BRO,BRO
11267,11268,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.8,200,HEA,BRO,BLK
11268,11269,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),16,MALE,BLACK,5.6,130,THN,BLK,XXX
11269,11270,ASSAULT,N,Y,Y,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),14,MALE,BLACK,5.5,150,MED,BRO,BLK
11270,11271,CPW,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,BLACK,5.6,145,THN,ZZZ,BLK
